sentence,sentiment,emotion
Passenger volumes rose by 8.4 % in the accounting period .,positive,joy
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,positive,joy
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,positive,joy
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",positive,joy
Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,positive,joy
"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",positive,joy
"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .",positive,joy
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",positive,joy
"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn .",positive,joy
"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .",positive,joy
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,positive,joy
"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .",positive,joy
Revenues at the same time grew 14 percent to 43 million euros .,positive,joy
"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",positive,joy
"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .",positive,joy
Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .,positive,joy
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",positive,joy
"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year .",positive,joy
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters .",positive,joy
That would be an increase from estimated sales of 117 million last year .,positive,joy
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",positive,joy
The company expects its net sales in 2008 to increase 5-10 % from 2007 .,positive,joy
"The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt .",positive,joy
"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .",positive,joy
The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,positive,joy
"The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .",positive,joy
"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent .",positive,joy
"The German company has also signed a code share agreement with another Oneworld member -- American Airlines Inc , part of US-based AMR Corp ( NYSE : AMR ) .",positive,joy
"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier .",positive,joy
The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 .,positive,joy
The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % .,positive,joy
The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .,positive,joy
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,positive,joy
"There has been some recovery of the base metals prices and increased demand for metals in China , however .",positive,joy
"This new representation extends Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide .",positive,joy
Total operating revenue grew by 27.6 % year-on-year to EUR61m .,positive,joy
Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,positive,joy
"We also strengthen our existing partnership with Cybercom '' , says Teleste CTO Esko Myllyla .",positive,joy
"Via the Satlan acquisition , Teleste plans to further expand its market presence as a video services partner for cable operators , broadcasters and IPTV service providers .",positive,joy
"With the acquisition , the company will expand its offering to North , Central and South America , it said .",positive,joy
"`` BasWare 's product sales grew strongly in the financial period , by 24 percent .",positive,joy
"`` The second quarter of 2010 was the firstquarter with growth in net sales since the third quarter of2008 , '' said Magnus Rosen , Ramirent CEO .",positive,joy
"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations .",positive,joy
1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .,positive,joy
"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .",positive,joy
Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .,positive,joy
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,positive,joy
Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .,positive,joy
"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 .",positive,joy
Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,positive,joy
"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",positive,joy
"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",positive,joy
EPS grew to 0.04 eur from 0.02 eur .,positive,joy
Exports grew 16.5 percent to 19.1 million liters .,positive,joy
"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",positive,joy
Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,positive,joy
"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 .",positive,joy
"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .",positive,joy
HELSINKI AFX - Outokumpu Technology said it has signed a 3.5 mln eur agreement with Mongolia 's Erdenet Mining Corporation for the engineering of the first HydroCopper plant to be built at the Erdenet mine site .,positive,joy
"However , the proportion of the paid standing orders grew in 2009 .",positive,joy
"In addition to the demand in Finland , the export of lining stone products also increased .",positive,joy
"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 .",positive,joy
"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",positive,joy
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",positive,joy
"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million .",positive,joy
Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million .,positive,joy
"Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 .",positive,joy
Marimekko Group 's full-year net sales are estimated to increase by about 10 % .,positive,joy
Net sales surged by 30 % to EUR 36 million .,positive,joy
"Net sales went up by 1 % year-on-year to EUR 29 million , affected by the business acquisitions , realized during the previous financial period , the effect of which was EUR 5.1 million on the review period .",positive,joy
"Nevertheless , its market share rose to 49.14 percent from 48.51 percent a year earlier .",positive,joy
Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time .,positive,joy
"October-December sales were 302 mln eur , or a 25.3 pct increase year on year .",positive,joy
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",positive,joy
Olvi expects sales and market share to increase in the first quarter of 2010 .,positive,joy
Operating profit increased to EUR 14.0 mn from EUR 4.9 mn in the corresponding period in 2005 .,positive,joy
Operating profit of the Asian plants grew markedly .,positive,joy
"Operating profit totaled EUR 825mn , up from EUR 763mn in 2004 .",positive,joy
"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",positive,joy
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,positive,joy
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,positive,joy
"Profit per share was EUR 1.03 , up from EUR 0.87 .",positive,joy
Return on capital employed rose by 4.8 percentage points to 19.6 % .,positive,joy
"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",positive,joy
Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .,positive,joy
Ruukki 's order book at the end of 2010 was 30 % up year-on-year and 10 % up quarter-on-quarter .,positive,joy
Sales in Finland rose by 3.9 % and international growth was 0.7 % .,positive,joy
Sales of security and system packaging increased slightly .,positive,joy
Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .,positive,joy
"Strongest growth was seen in the new markets in Russia , the Czech Republic , and Slovakia .",positive,joy
"The airline has ordered nine Airbus A350-900 aircraft with deliveries from 2011 , and in doing so becomes the lead airline for the latest variant of Rolls-Royce Trent series engines , called the 1700 .",positive,joy
The company 's market share is continued to increase further .,positive,joy
"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009 .",positive,joy
